datasetId,context,scope,cancer,geneA,geneB,eventTimeMonths,transformedTime,coefficient,ciHighCoefficient,ciLowCoefficient,hazardRatio,ciLow,ciHigh,splineDegreesFreedom,diagnostic
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,11.13632307,762.8181818,-1.251977106,-0.8036849425,-1.70026927,0.285938906,0.1826343394,0.4476762597,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,11.64636364,788.2121212,-1.227921143,-0.7851474352,-1.67069485,0.2929008443,0.1881163076,0.4560524586,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,12.12895758,813.6060606,-1.201028731,-0.764781834,-1.637275628,0.3008845234,0.1945092366,0.4654354621,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,12.592,839,-1.17159213,-0.7425757306,-1.60060853,0.3098731898,0.2017736953,0.4758865799,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,12.9073125,864.3939394,-1.139903599,-0.7184947098,-1.561312488,0.3198498542,0.209860451,0.4874855111,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,13.44367652,889.7878788,-1.106255396,-0.6924881522,-1.52002264,0.3307953422,0.2187069353,0.5003296228,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,14.03852917,915.1818182,-1.070939781,-0.6644969364,-1.477382625,0.3426863161,0.228234282,0.5145323051,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,14.6046,940.5757576,-1.034249011,-0.6344637188,-1.434034303,0.3554932522,0.2383454224,0.530219759,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,14.97968182,965.969697,-0.996475346,-0.6023461333,-1.390604559,0.3691783767,0.2489247695,0.5475255601,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,15.47370909,991.3636364,-0.9579110445,-0.5681326545,-1.347689434,0.3836935682,0.2598399448,0.5665824567,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,16.01126623,1016.757576,-0.9188483652,-0.5318600285,-1.305836702,0.3989782538,0.2709457393,0.5875111652,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,16.48090553,1042.151515,-0.879579567,-0.4936302819,-1.265528852,0.4149573368,0.2820900727,0.6104064197,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,16.94310774,1067.545455,-0.8403969086,-0.4536247131,-1.227169104,0.4315392078,0.2931211998,0.6353211162,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,17.339,1092.939394,-0.8015926488,-0.412112322,-1.191072975,0.4486139105,0.3038950172,0.6622498866,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,17.69533333,1118.333333,-0.7634590462,-0.3694510134,-1.157467079,0.4660515418,0.3142812231,0.6911136386,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,18.09574545,1143.727273,-0.7262883598,-0.3260813912,-1.126495328,0.4837009864,0.3241673681,0.7217464412,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,18.60329004,1169.121212,-0.6903728483,-0.2825145127,-1.098231184,0.5013890921,0.3334603925,0.7538857009,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,18.99363636,1194.515152,-0.6560047704,-0.2393160004,-1.07269354,0.5189204047,0.3420858533,0.7871660982,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,19.37412727,1219.909091,-0.623476385,-0.1970891371,-1.049863633,0.5360775825,0.3499854724,0.821117438,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,19.67634371,1245.30303,-0.5930799507,-0.1564590901,-1.029700811,0.5526226105,0.357113789,0.8551665017,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,20.07475,1270.69697,-0.5651077264,-0.1180595744,-1.012155878,0.5682989226,0.3634346135,0.8886431107,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,20.5597,1296.090909,-0.5398519709,-0.08252241964,-0.9971815221,0.5828345225,0.3689177638,0.9207907938,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,21.07366667,1321.484848,-0.5176049428,-0.0504698821,-0.9847400035,0.5959461652,0.3735363324,0.9507825638,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,21.66503535,1346.878788,-0.498658901,-0.02250917276,-0.9748086293,0.607344623,0.377264544,0.9777422686,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,22.18421201,1372.272727,-0.4833051584,0.0007728743689,-0.9673831913,0.6167415908,0.380076325,1.000773173,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,22.75388148,1397.666667,-0.4717171165,0.01898822554,-0.9624224585,0.6239299875,0.3819664664,1.019169648,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,23.1819303,1423.060606,-0.4638372899,0.03212669679,-0.9598012766,0.628865869,0.3829689833,1.03264833,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,23.62350494,1448.454545,-0.4595814012,0.04025483364,-0.959417636,0.6315479554,0.383115934,1.041076042,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,24.17156408,1473.848485,-0.4588651726,0.0434709547,-0.9612012999,0.6320004501,0.382433193,1.044429658,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,24.78871609,1499.242424,-0.4616043265,0.04190125328,-0.9651099064,0.6302716724,0.3809413296,1.042791501,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,25.33263636,1524.636364,-0.4677145854,0.03569723335,-0.9711264042,0.626432291,0.3786562778,1.036342029,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,25.83056716,1550.030303,-0.4771116716,0.0250342131,-0.9792575564,0.620573225,0.3755898497,1.0253502,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,26.29447497,1575.424242,-0.4897113075,0.01011068149,-0.9895332965,0.6128032804,0.3717501476,1.010161967,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,27.0350487,1600.818182,-0.5054292154,-0.008851676251,-1.002006755,0.6032465971,0.3671419377,0.9911873845,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,27.61302948,1626.212121,-0.5241811178,-0.0316074613,-1.016754774,0.5920399769,0.361767053,0.968886833,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,28.12768799,1651.606061,-0.5458827369,-0.05788674748,-1.033878726,0.5793301614,0.3556249103,0.9437568242,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,28.75296537,1677,-0.5704497953,-0.08739421148,-1.053505379,0.5652711252,0.3487132321,0.9163158022,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,29.37747475,1702.393939,-0.5977980152,-0.1198085193,-1.075787511,0.5500214425,0.3410290853,0.8870902812,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,29.88435411,1727.787879,-0.6278431191,-0.1547823738,-1.100903864,0.5337417778,0.3325703493,0.8566015761,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,30.54423729,1753.181818,-0.6605008292,-0.1919437293,-1.129057929,0.516592545,0.32333772,0.8253533104,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,31.08347007,1778.575758,-0.6956868681,-0.230898751,-1.160474985,0.4987317674,0.3133373149,0.7938198355,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,31.8799146,1803.969697,-0.733316958,-0.2712371013,-1.195396815,0.4803131663,0.3025838606,0.7624357005,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,32.87394954,1829.363636,-0.7733068214,-0.3125399949,-1.234073648,0.4614844955,0.2911043026,0.7315863687,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,33.62226493,1854.757576,-0.8155721806,-0.3543911255,-1.276753236,0.4423861302,0.2789414891,0.7016004998,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,34.24061373,1880.151515,-0.860028758,-0.3963900212,-1.323667495,0.4231499132,0.266157379,0.6727442603,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,35.06102674,1905.545455,-0.906592276,-0.4381666954,-1.375017857,0.4038982553,0.252835081,0.645218219,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,35.7661931,1930.939394,-0.955178457,-0.4793958381,-1.430961076,0.3847434783,0.2390790387,0.6191573501,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,36.32500956,1956.333333,-1.005703023,-0.519808482,-1.491597565,0.3657873874,0.2250128956,0.5946344203,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,36.78396364,1981.727273,-1.058081697,-0.5591993064,-1.556964088,0.3471210553,0.2107749952,0.5716666104,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,37.55000332,2007.121212,-1.112230201,-0.5974285145,-1.627031888,0.3288247972,0.1965119789,0.5502247133,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,38.45178013,2032.515152,-1.168064258,-0.6344183054,-1.70171021,0.3109683135,0.1823713638,0.5302438386,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,39.44899659,2057.909091,-1.225499589,-0.6701449875,-1.780854191,0.2936109788,0.1684941596,0.5116343918,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,40.65752839,2083.30303,-1.284451918,-0.7046284072,-1.864275428,0.2768022525,0.155008484,0.4942922156,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,41.56195542,2108.69697,-1.344836966,-0.7379204789,-1.951753453,0.2605821882,0.1420248193,0.4781071163,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,43.13082632,2134.090909,-1.406570456,-0.7700942898,-2.043046622,0.2449820207,0.1296331653,0.4629694129,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,44.67519134,2159.484848,-1.469568111,-0.8012347344,-2.137901487,0.230024809,0.1179020025,0.4487745046,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,46.45839963,2184.878788,-1.533745652,-0.8314311047,-2.236060199,0.2157261172,0.106878757,0.4354257005,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,48.33023001,2210.272727,-1.599018802,-0.8607716606,-2.337265944,0.2020947156,0.09659136378,0.4228356708,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,49.80727858,2235.666667,-1.665303284,-0.8893399539,-2.441266614,0.1891332882,0.08705052219,0.410926894,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,51.12085368,2261.060606,-1.73251482,-0.9172125716,-2.547817068,0.1768391318,0.07825229917,0.399631434,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,52.04476932,2286.454545,-1.800569131,-0.94445795,-2.656680313,0.1652048382,0.0701808138,0.3888903118,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,53.85589531,2311.848485,-1.869381942,-0.9711359469,-2.767627937,0.1542189486,0.06281081939,0.3786526644,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,55.80107579,2337.242424,-1.938868973,-0.9972979195,-2.880440027,0.1438665747,0.05611006744,0.3688748252,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,57.90255904,2362.636364,-2.008945948,-1.022987116,-2.99490478,0.1341299801,0.05004139179,0.3595194083,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,60.17767178,2388.030303,-2.079528589,-1.048239246,-3.110817932,0.1249891196,0.04456448971,0.3505544463,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,63.37952435,2413.424242,-2.150532618,-1.073083127,-3.227982108,0.1164221328,0.03963740214,0.3419526071,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,70.54667396,2438.818182,-2.221873757,-1.097541362,-3.346206152,0.1084057923,0.03521771163,0.3336905001,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,80.36863553,2464.212121,-2.293467729,-1.121630986,-3.465304472,0.1009159054,0.03126348513,0.3257480706,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,92.80968789,2489.606061,-2.365230256,-1.145364083,-3.58509643,0.09392767046,0.02773399313,0.3181080791,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_UCEC_PTEN_PIK3CA_positive,PTEN–PIK3CA (UCEC),cancer-specific,UCEC,PTEN,PIK3CA,112.535753,2515,-2.437077061,-1.168748345,-3.705405777,0.08741599001,0.02459023719,0.3107556567,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,0.033,1.5,-0.4697089972,1.081031206,-2.0204492,0.6251841722,0.1325958896,2.947717688,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,0.1983894726,22.23232323,-0.471698038,1.009996813,-1.953392889,0.6239418912,0.1417921694,2.745592266,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,0.3827960007,42.96464646,-0.4737104644,0.9399693756,-1.887390304,0.6226875167,0.1514665752,2.559903022,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,0.5853420011,63.6969697,-0.475769662,0.8711422822,-1.822681606,0.6214065993,0.1615918437,2.389638937,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,0.7179031693,84.42929293,-0.4778990164,0.803723797,-1.75952183,0.6200848122,0.1721271502,2.233843841,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,0.946676829,105.1616162,-0.4801219133,0.7379388154,-1.698182642,0.6187079585,0.1830158273,2.091619854,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,1.183952132,125.8939394,-0.4824617381,0.6740305237,-1.638954,0.6172619826,0.1941830516,1.962129815,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,1.449636196,146.6262626,-0.4849418765,0.6122617295,-1.582145482,0.6157329843,0.205533656,1.844598668,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,1.742255663,167.3585859,-0.4875857141,0.5529155027,-1.528086931,0.6141072363,0.2169503115,1.738313695,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,2.097402383,188.0909091,-0.4904166365,0.4962945976,-1.477127871,0.6123712048,0.2282924331,1.6426234,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,2.496681717,208.8232323,-0.4934580294,0.442718923,-1.429634982,0.6105115728,0.2393962903,1.556934654,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,2.757111111,229.5555556,-0.4967332782,0.39252013,-1.385986686,0.6085152665,0.2500769305,1.480707672,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,2.996767677,250.2878788,-0.5002657686,0.3460322622,-1.346563799,0.6063694843,0.2601325944,1.413448216,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,3.156045013,271.020202,-0.5040788862,0.3035774951,-1.311735268,0.6040617288,0.2693522524,1.354696569,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,3.325783009,291.7525253,-0.5081960167,0.2654464531,-1.281838486,0.6015798405,0.2775266023,1.304013026,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,3.484998922,312.4848485,-0.5126405455,0.2318735832,-1.257154674,0.5989120345,0.2844622639,1.260960312,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,3.708049155,333.2171717,-0.5174358583,0.2030095957,-1.237881312,0.596046939,0.2899979827,1.225084224,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,3.912276267,353.9494949,-0.5226053408,0.178894736,-1.224105418,0.5929736353,0.2940206084,1.195894853,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,4.157229286,374.6818182,-0.5281723784,0.1594379481,-1.215782705,0.5896817004,0.2964778688,1.172851482,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,4.372481703,395.4141414,-0.5341603569,0.1444069589,-1.212727673,0.5861612498,0.2973850032,1.155354195,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,4.569966933,416.1464646,-0.5405926617,0.1334324888,-1.214617812,0.5824029821,0.2968234349,1.142744115,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,4.742478862,436.8787879,-0.5474926786,0.1260265509,-1.221011908,0.5783982241,0.2949315722,1.134312285,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,4.998958333,457.6111111,-0.554883793,0.1216114104,-1.231378996,0.5741389763,0.291889785,1.129315176,4,natural-spline smooth of scaled Schoenfeld beta(t)
cancer-specific_GBM_IDH1_TP53_positive,IDH1–TP53 (GBM),cancer-specific,GBM,IDH1,TP53,5.193277778,478.3434343,-0.5627893907,0.1195536332,-1.245132415,0.5696179587,0.2879027831,1.126993687,4,natural-spline smooth of scaled Schoenfeld beta(t)
